@relation DIALOG_UTTERANCES
@attribute DOC_TEXT string
@attribute HAS_QUESTION_MARK {true, false}
@attribute HAS_AFFIRMATIVE {true, false}
@attribute HAS_NEGATIVE {true, false}
@attribute STARTING_POS {CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, LS, MD, NN, NNS, NNP, NNPS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, X}
@attribute ACT_TAG {statement, question, yes, no, other}
@data
"you'd hit Screach",false,false,false,PRP,statement
"hiya USERNAME muahhhhh",false,true,false,NN,other
"yes USERNAME  imhave a fan on",false,true,false,RB,statement
"ty USERNAME",false,false,false,IN,statement
"Ugh, Im so sore!",false,false,false,UH,statement
"Repeatedly, with a big stick USERNAME",false,false,false,RB,statement
"pushes USERNAME..and runs..",false,false,false,X,statement
"I am cold, yes. .Why?",true,true,false,PRP,yes
"where are you from USERNAME",false,false,false,WRB,question
"when u streched i could tell",false,false,false,WRB,statement
"Well, you know I'm a size queen USERNAME",false,false,true,UH,statement
"Why USERNAME?",true,false,false,WRB,question
"naw USERNAME im cheating on you with Jayse ",false,false,true,RB,no
"Uh huh",false,false,false,UH,yes
"a queen anyway",false,false,false,DT,statement
"Wb USERNAME",false,false,false,NNP,other
"why are you back",false,false,false,WRB,question
"wb USERNAME muahhh",false,false,false,IN,other
"thanks!!!",false,false,false,NNS,other
"its in your profile, i respec that",false,false,false,PRP$,statement
"bc you want me Joshy",false,false,false,IN,statement
"hiYas USERNAME",false,true,false,NN,other
"s nice",false,false,false,VBZ,statement
"I dropped it again USERNAME",false,false,false,PRP,statement
"hi",false,false,false,UH,other
"all",false,false,false,DT,other
"i am 20",false,false,false,PRP,statement
"boy",false,false,false,NN,statement
"dang thats cold",false,false,false,VB,statement
"man i syck",false,false,false,NN,statement
"who wanna chatr",false,false,false,WP,question
" neone i missed USERNAME pushed me ",false,false,false,X,statement
"USERNAME",false,false,false,CD,statement
"I didnt say in my profile to leave me alone. I said not to PM me. You can talk to me out here, USERNAME",false,false,true,PRP,no
"suck even ",false,false,false,VBP,statement
"yup , gonna be a good riding day",false,false,false,UH,statement
"omg it's horrible",false,false,false,NN,statement
"yes i am here",false,true,false,UH,yes
"ohhh USERNAME sent me a comment",false,false,false,JJ,statement
"I only talk the ppl I know already in my PM",false,false,true,PRP,statement
"like me",false,false,false,IN,statement
"maybe Bible chat would be better",false,false,false,RB,statement
"brb..afk",false,false,false,NN,other
"no shit",false,false,true,DT,statement
"hb USERNAME",false,false,false,NN,other
"LoL USERNAME. .You know yer on the list of ppl that I let PM me ",false,false,true,NN,statement
"I only talk to da KoOL ppl  bahahahaa",false,false,false,PRP,statement
"Wb USERNAME ",false,false,false,NNP,other
"i'd never leave you alone USERNAME.. if i had a choice ",false,false,false,PRP,statement
"i can tell by the moaning ",false,false,false,PRP,statement
"Werd",false,false,false,NNP,statement
"hiYas USERNAME",false,true,false,NN,other
"hey USERNAME",false,false,false,JJ,other
"sup  USERNAME ???????",true,false,false,VB,question
"hiya USERNAME",false,true,false,NN,other
"maybe we're too old",false,false,false,RB,statement
"cya all....",false,true,false,VB,other
"or too smart",false,false,false,CC,yes
"tc USERNAME",false,false,false,NN,other
"sea ya USERNAME!",false,true,false,NN,other
"yeah",false,true,false,UH,yes
"well then USERNAME wont talk to me if she only talks to the kool ppl cus I'm a retared moron",false,false,false,RB,statement
"No such thing as being too smart ",false,false,true,DT,statement
"chat rooms always make me feel superior",false,false,false,NN,statement
"Ugh, my bday is in 5 days ",false,false,false,UH,statement
"LOL USERNAME no ur nawt",false,false,true,NNP,no
"yup your gay",false,false,false,PRP$,yes
"come on back on tuesday",false,false,false,VB,statement
"I would think that coexistence makes you feel superior",false,false,false,PRP,statement
"USERNAME  umm prolly",false,false,false,CD,statement
"LoL yeah",false,true,false,NN,yes
"You know I was royalty in a past life",false,true,true,PRP,statement
"Yes, USERNAME. .",false,true,false,UH,yes
"oh yea definitely",false,false,false,UH,yes
"i want to make love to him",false,false,false,PRP,statement
"Ima be USERNAME",false,false,false,PRP,statement
"then there is your asnwer",false,false,false,RB,statement
"I've had enough",false,false,true,PRP,statement
"okay",false,false,false,UH,yes
"we are the same age until muh birfday then ",false,false,false,PRP,statement
"mmmmk",false,false,false,NN,yes
"its USERNAME trust me lol",false,false,false,PRP$,statement
"talk to you later...love you",false,false,false,NN,other
"hi all",false,false,false,UH,other
"let's get kicked",false,false,false,VB,statement
"kiddin USERNAME baby",false,false,false,NN,statement
"lol i cant trust you  yet   i dunno you ",false,false,true,NN,statement
"be offensive",false,false,false,VB,statement
"Love you",false,false,false,VB,statement
"it's weird thing..",false,false,false,PRP,statement
"good policy",false,false,false,JJ,statement
"Oh,  yeah",false,true,false,UH,yes
"USERNAME What's your sign?",true,false,false,CD,question
"how many of you were attracted to the same sex",false,false,false,WRB,question
"oh man, they just xxxed it",false,false,false,UH,statement
"muh nose is cold",false,false,true,JJ,statement
"I love it when you take charge USERNAME",false,false,false,PRP,statement
"not me, ever",false,false,true,RB,no
"smiles",false,false,false,VBZ,statement
"Hello",false,false,false,UH,other
"can't even get kicked ",false,false,false,MD,statement
"gets me all tingly n stuff",false,false,false,VBZ,statement
"bye honey bunny",false,false,false,UH,other
"19FWisconsin",false,false,false,CD,statement
"im always hungry",false,false,false,PRP,statement
"yeah USERNAME..i believe it ",false,true,false,UH,yes
"get",false,false,false,NN,statement
"lol USERNAME   keep up here",false,false,false,NN,statement
"o no way he is a jerk",false,false,true,IN,no
"tom cruise,denzel..",false,false,false,NN,statement
"USERNAME  Out here",false,false,false,CD,no
"USERNAME",false,false,false,CD,statement
"im sorry USERNAME",false,false,false,PRP,statement
"i tried to refrain",false,false,false,PRP,statement
"me too USERNAME",false,false,false,PRP,statement
"takes note, USERNAME",false,false,true,VBZ,statement
"but your moanin just got to me",false,false,false,CC,statement
"my dog did a nono and he's hiding at the top of the stairs...lmao",false,false,true,PRP$,statement
"i dunno.. my lingo is like 5 yrs behind",false,false,true,PRP,statement
"I thought you wanted to be the meat in a USERNAME sammich",false,false,false,PRP,statement
"Yes, USERNAME?",true,true,false,UH,question
"i really like ladies but some guys are to hot to pass by..it's about control i guess...and it doesn't help that i m european",false,false,false,PRP,statement
"who was that reminder to",false,false,false,WP,question
"You too what, USERNAME? Hungry?",true,false,false,PRP,question
"most of us criscross",false,false,false,JJS,statement
"Everyone, USERNAME",false,false,false,NN,statement
"Ask before you PM anyone.",false,false,false,VB,statement
"tosses USERNAME a tootsie roll",false,false,false,X,statement
"oh c'mon USERNAME, tell me you weren't thinking the same thing",false,false,false,UH,statement
"It's a room rule",false,false,false,PRP,statement
"most of us do NOT crisscross",false,false,true,JJS,no
"USERNAME is freakin out",false,false,false,CD,statement
"Ridin is not worth talkin to",false,false,true,NNP,statement
"no shes not",false,false,true,DT,no
"USERNAME  Dood, yer gay, face it. .And if yer not gay then yer bi. You should be old enough to tell the difference already.",false,false,true,CD,statement
"hiYas USERNAME",false,true,false,NN,other
".2Welcome to all who just joined us!!!.",false,false,false,TO,other
"I never freak out. .BUt I can if you want me to ",false,false,false,PRP,no
"lol USERNAME   tell it like it is",false,false,false,NN,statement
"hello",false,false,false,UH,other
"wb USERNAME",false,false,false,IN,other
"how do you know USERNAME",false,false,true,WRB,question
"ty USERNAME muahhh",false,false,false,IN,statement
"every day is tuesday in his world",false,false,false,DT,statement
"i dont like you USERNAME, go play with your meat",false,false,false,PRP,no
"hi",false,false,false,UH,other
"too late USERNAME",false,false,false,RB,statement
"hello USERNAME",false,false,false,UH,other
"dam dont sexcite me like that USERNAME",false,false,false,NN,no
"no I can hit the sink from here",false,false,true,DT,no
"hiya USERNAME ",false,true,false,NN,other
"you know USERNAME   you should look at my msn myspace there and check out the weenis board I put up",false,false,true,PRP,statement
"ok, make that the wall",false,false,false,UH,statement
"ty USERNAME",false,false,false,IN,statement
"ohhh USERNAME..imma go look",false,false,false,JJ,statement
"just bend over USERNAME i will",false,false,false,RB,statement
"your poor wall",false,false,false,PRP$,statement
"nickelback......... gay ",false,false,false,NN,statement
".2Welcome to all who just joined us!!!.",false,false,false,TO,statement
"hiYas USERNAME",false,true,false,NN,other
"USERNAME  they r not gay",false,false,true,CD,no
"they are not",false,false,true,PRP,no
"hiYas USERNAME",false,true,false,NN,other
"USERNAME!",false,false,false,CD,statement
"hi everyone",false,false,false,UH,other
"shakes head",false,false,false,X,statement
"i'm just kidding top keep popular opinion ",false,false,false,PRP,statement
"hiya USERNAME ",false,true,false,NN,other
"nickleback? gay? ok if they aren't they sure as hell are thinking about it",true,false,false,NN,question
"to",false,false,false,NN,statement
"you hafta eat first USERNAME",false,false,false,PRP,statement
"heyyyy",false,false,false,NN,other
"sings... i loved you all along",false,false,false,VBZ,statement
"hiYas USERNAME",false,true,false,NN,other
"pfft i dun care if they are gay or not..i'd do the lead singer P",false,false,true,NN,statement
"oh yeah, USERNAME the sammich",false,true,false,UH,statement
"hey",false,false,false,UH,other
"c'mear USERNAME",false,false,false,JJ,statement
"far away is my and erics song",false,false,false,RB,statement
"lol USERNAME   stand yer ground woman!!!",false,false,false,NN,statement
"i just saw shaun of the dead.. so  gaaaaaaay  quite funny",false,false,false,PRP,statement
"lol USERNAME thats a good movie",false,false,false,NN,statement
"whoa, now that was some blood loss",false,false,true,NN,statement
"i saw the break up....awesome movie",false,false,false,PRP,statement
"I still need to see that, USERNAME",false,false,false,PRP,statement
"geeZe a USERNAME sammich with one limp piece of bread",false,false,false,VB,statement
"i wanna rent over the hedge lol",false,false,false,PRP,statement
"i liked it..soo funny",false,false,false,PRP,statement
"thats officer limp piece of bread USERNAME",false,false,false,DT,statement
"whats up everybody?????",true,false,false,WP,question
"whoopZ   sowwy ",false,false,false,NN,statement
"yes USERNAME..at the drive in",false,true,false,RB,yes
"yes USERNAME it is",false,true,false,RB,yes
"Drive in? I havent been to one of those since I was a kid",true,false,false,VB,statement
"omg i cant wait til cars come out..im gonna buy it..aqwesome movie",false,false,false,NN,statement
"i never saw cars",false,false,false,PRP,statement
"im out of uniform USERNAME",false,false,false,PRP,statement
"LoL USERNAME. .Yeah, that too.",false,true,false,NN,yes
"nick USERNAME",false,false,false,NN,statement
"i  love ben  in and out of his uniform",false,false,false,PRP,statement
"you just love Ben   IN AND OUT",false,false,false,PRP,statement
"hiya USERNAME ",false,true,false,NN,other
"i love me in my hubbys uniform hehehee",false,false,false,PRP,statement
"hiya USERNAME ",false,true,false,NN,other
"hiYas USERNAME",false,true,false,NN,other
"wb USERNAME",false,false,false,IN,other
"teehee",false,false,false,NN,statement
"Hi all",false,false,false,UH,other
"pm me",false,false,false,IN,statement
"im so nodda lady",false,false,true,PRP,statement
" How are is everything",false,false,false,X,question
"i like wearin his boots ",false,false,false,PRP,statement
"that leaves me out",false,false,false,WDT,statement
"oOo",false,false,false,NN,statement
"who USERNAME Me?",true,false,false,WP,question
"anybody",false,false,false,NN,statement
"pm me",false,false,false,IN,statement
"me too USERNAME",false,false,false,PRP,statement
"me 3",false,false,false,PRP,statement
"i need coffee bbl",false,false,false,PRP,statement
"you should be othah halfa",false,false,false,PRP,statement
"bye USERNAME",false,false,false,CC,other
"she left real fast",false,false,false,PRP,statement
"hiYas USERNAME",false,true,false,NN,other
"hey there USERNAME",false,false,false,FW,other
"how are you",false,false,false,WRB,question
"no no no USERNAME  you were tha fillin",false,false,true,UH,no
"not so bad thanks",false,false,true,RB,other
"I cant be the fillin",false,false,false,PRP,no
"You have to be it",false,false,false,PRP,no
"good to hear  and yer welcome",false,false,false,JJ,statement
"how do you change your name?",true,false,false,WRB,question
"nut uh    you were tha fillin in the USERNAME sammich",false,false,false,NN,no
"tc USERNAME",false,false,false,NN,other
"Tell me why after all this time ,do you hide ,,do I see you as a sweet surprise ,,,",false,false,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"howdy USERNAME",false,false,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"his PM's............. USERNAME.....LOL",false,false,false,PRP$,statement
"brb, phone again, where is USERNAME, he is supposed to answer it",false,false,false,NN,other
